ArticleID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
402,5,6,4,3,10,6,8,8,1,1,6,7,1,1,1,8
403,8,9,10,10,5,9,6,4,1,3,1,9,1,2,3,6
404,8,10,9,10,10,9,1,3,1,1,7,9,1,1,1,5
405,2,8,8,10,10,7,5,8,1,6,1,8,1,1,3,8
406,3,10,10,10,10,6,7,6,1,7,6,7,1,1,2,8
407,5,4,4,9,10,8,8,6,1,7,1,9,1,1,2,7
408,5,10,8,10,10,9,7,6,1,10,6,9,2,1,1,6
409,9,7,8,5,5,9,7,6,1,1,7,8,1,2,3,7
410,8,9,7,8,5,9,8,3,1,9,1,9,1,1,4,6
411,9,10,10,8,10,10,10,9,1,3,3,9,1,3,1,6
412,9,10,10,3,5,9,2,3,1,1,1,9,2,1,1,5
413,2,9,10,10,10,9,1,4,1,1,7,9,1,1,5,6
414,9,10,10,4,10,10,1,6,1,1,1,9,1,1,1,5
415,10,9,10,4,10,10,8,2,1,10,1,9,1,6,3,6
416,3,8,8,8,10,9,3,3,1,3,1,10,1,1,1,5
417,7,10,9,9,10,9,10,3,1,1,4,9,1,1,5,6
418,8,8,8,10,10,9,4,6,1,1,1,8,1,1,1,7
419,9,10,10,10,10,9,2,8,1,1,1,8,1,1,5,8
420,2,6,6,10,5,8,7,3,1,6,1,10,1,2,1,4
421,1,6,9,10,10,8,3,7,1,3,1,9,1,2,4,6
422,3,4,6,9,10,6,8,3,1,7,5,9,1,1,5,5
423,6,7,4,8,10,9,9,3,1,10,7,9,2,1,5,5
424,9,9,8,5,10,9,8,4,2,1,1,9,1,1,1,5
425,8,6,4,10,8,8,9,7,1,7,1,9,1,3,1,7
426,6,4,3,7,10,6,5,3,1,4,1,8,1,2,5,5
427,5,8,8,6,10,9,9,3,1,9,3,9,2,3,2,5
428,8,8,8,10,5,9,2,3,1,1,7,9,1,1,1,5
429,8,10,10,8,10,8,6,3,1,3,1,8,1,1,1,6
430,9,10,10,10,10,10,10,6,1,1,1,8,1,1,1,6
431,9,8,7,9,10,10,4,2,1,3,6,9,1,2,2,4
432,8,10,10,10,5,9,9,8,1,8,8,9,1,1,1,7
433,10,10,10,2,5,9,10,3,1,10,1,8,1,1,1,6
434,8,6,4,10,10,7,10,7,1,6,2,8,2,1,2,6
435,4,10,10,10,10,9,7,3,1,1,6,10,1,1,1,3
436,9,10,10,10,10,10,1,4,1,1,6,9,1,1,1,6
437,10,10,8,3,5,10,10,4,1,10,7,9,1,1,1,4
438,1,9,10,4,10,7,10,5,1,1,1,4,1,1,1,7
439,8,10,8,3,5,9,7,6,1,1,1,9,1,7,2,6
440,8,9,3,10,10,8,3,2,1,1,1,9,1,1,6,4
441,10,10,10,10,10,10,9,4,1,10,7,9,1,1,1,6
442,8,10,10,8,10,8,2,7,1,1,1,9,1,2,2,7
443,4,4,6,9,10,7,6,6,1,1,4,8,2,1,5,7
444,6,8,4,10,2,8,5,7,1,1,1,7,1,3,4,8
445,3,6,6,7,10,7,9,4,1,9,1,9,1,1,1,5
446,5,10,7,6,5,7,7,2,1,1,1,8,1,1,3,4
447,8,10,10,10,10,9,10,7,1,10,6,7,1,1,3,8
448,6,8,6,4,10,8,9,8,1,1,1,6,1,1,6,8
449,4,4,6,8,10,7,6,3,1,1,1,8,2,1,3,6
450,8,10,10,5,10,10,5,4,1,3,1,9,1,1,1,6
451,8,10,10,8,10,9,8,9,1,1,1,7,1,1,1,8
452,5,10,10,6,10,10,5,2,1,8,6,9,1,1,1,4
453,1,7,6,6,10,8,5,3,1,7,1,8,1,1,1,4
454,9,10,10,5,5,9,8,6,1,1,1,8,1,1,2,6
455,1,10,10,10,10,9,8,6,1,7,3,9,1,1,1,6
456,7,10,10,9,10,9,9,5,1,10,1,7,1,1,1,7
457,9,9,10,3,10,9,7,6,1,9,7,8,2,2,1,7
458,9,10,3,10,10,9,8,2,1,2,2,10,1,3,1,4
459,9,7,8,6,10,8,4,4,1,1,1,8,1,3,1,6
460,2,7,6,8,10,8,7,3,1,9,6,9,1,3,5,4
461,9,9,10,10,5,8,2,3,1,3,1,9,1,1,1,6
462,9,10,10,10,10,10,8,8,1,8,1,9,1,2,1,6
463,5,7,9,10,10,7,7,4,1,3,1,9,1,2,1,5
464,1,3,7,3,10,6,8,7,1,1,1,9,1,1,1,6
465,2,9,9,10,10,9,5,3,1,1,4,9,1,1,5,5
466,3,5,3,4,10,7,2,2,1,1,1,8,1,1,3,5
467,2,4,5,10,10,8,4,3,1,2,5,9,1,3,4,6
468,2,6,5,4,10,6,5,8,1,1,1,9,1,1,1,7
469,1,4,6,10,10,8,3,3,1,1,1,9,1,1,2,5
470,8,8,9,10,10,8,9,5,1,4,1,7,1,3,1,7
471,4,4,6,8,5,7,7,4,1,6,1,8,1,8,1,5
472,10,10,10,8,10,10,8,5,1,1,1,9,1,1,1,7
473,9,10,10,10,10,10,9,5,1,6,6,8,2,2,1,6
474,3,4,4,4,5,6,8,6,1,10,7,9,2,1,5,6
475,3,7,9,4,5,7,5,2,1,6,1,9,1,1,1,4
476,6,5,6,3,10,8,8,4,1,8,2,7,2,1,3,6
477,3,10,10,6,10,9,8,8,1,9,6,8,1,1,5,8
478,5,10,10,10,10,10,9,6,1,1,6,7,2,1,1,7
479,2,7,7,7,9,7,8,4,1,7,3,5,2,3,2,6
480,8,7,7,3,5,8,4,3,1,3,1,9,1,1,2,5
481,2,4,5,3,10,6,7,3,1,8,1,7,2,2,1,6
482,9,7,7,4,10,8,8,6,1,9,1,9,1,7,3,7
483,9,8,7,7,5,9,4,3,1,3,2,9,1,1,2,5
484,8,10,10,9,10,9,3,6,1,6,1,8,2,1,2,7
485,2,10,10,10,10,9,5,3,1,1,1,9,1,1,3,4
486,9,10,10,9,10,9,8,8,1,1,1,7,1,2,2,7
487,1,3,8,9,5,4,8,3,1,9,1,8,1,3,4,6
488,8,9,7,9,10,9,6,3,1,8,1,9,1,1,2,4
489,9,10,8,9,10,9,8,9,1,6,6,9,1,1,3,7
490,3,9,10,7,10,9,8,6,1,10,6,9,1,1,3,6
491,9,10,8,7,10,9,3,3,1,4,1,4,1,1,1,6
492,10,10,9,4,10,10,6,7,2,8,5,6,1,1,1,7
493,5,8,8,10,10,9,1,3,1,1,2,7,1,1,3,6
494,10,9,7,10,10,9,9,7,1,9,6,9,1,1,1,4
495,8,8,6,4,5,9,8,3,1,9,7,9,1,3,1,5
496,2,7,9,5,10,8,4,6,1,3,1,9,1,5,2,6
497,7,7,7,3,10,8,9,4,1,1,7,7,2,2,6,8
498,9,10,8,6,10,9,7,7,1,1,1,9,1,2,2,7
499,5,7,4,7,10,6,9,2,1,9,1,9,1,3,1,3
500,9,10,10,10,10,10,10,10,1,10,1,8,1,1,1,6
501,7,8,8,7,6,8,8,4,1,3,6,8,1,1,1,5
502,8,9,9,6,10,9,5,3,1,7,1,9,1,1,1,5
503,6,8,9,2,10,6,5,4,1,1,1,9,1,2,2,5
504,1,7,9,3,10,7,3,4,1,1,5,8,1,1,1,6
505,10,10,10,10,10,9,3,3,1,6,6,7,1,1,1,6
506,8,6,6,8,5,6,8,4,1,6,1,8,1,3,5,6
507,9,8,8,6,10,8,8,6,1,1,1,8,1,2,1,6
508,4,8,8,4,5,7,4,6,1,4,5,8,1,1,1,6
509,9,8,8,6,5,8,10,6,1,9,1,7,1,2,1,7
510,4,10,9,6,10,9,2,3,1,1,1,9,1,2,4,6
511,9,10,10,3,10,10,6,5,1,3,7,9,1,1,1,5
512,4,10,10,8,5,7,8,8,1,1,7,7,1,1,1,7
513,2,6,7,8,5,8,7,4,1,7,1,8,1,1,1,7
514,10,10,10,10,10,9,2,3,1,1,1,9,1,1,1,5
515,3,4,6,8,4,8,5,3,1,3,2,9,1,3,1,4
516,8,9,8,7,10,9,3,4,1,1,6,8,1,2,2,6
517,8,10,10,10,10,10,8,5,1,9,7,9,1,6,1,6
518,5,10,10,4,10,10,4,6,1,3,1,9,1,1,1,6
519,8,10,10,10,10,10,9,9,1,9,7,7,1,1,1,8
520,7,10,10,10,10,9,2,7,1,1,1,6,1,6,4,8
521,5,7,7,10,10,7,7,7,1,9,1,8,1,1,1,6
522,5,9,7,10,10,9,9,7,1,1,8,9,1,1,3,6
523,5,8,8,6,5,8,9,4,1,7,1,9,1,4,3,6
524,10,10,8,10,10,9,5,6,1,1,1,9,1,1,1,6
525,6,10,9,10,10,9,7,6,1,8,2,8,1,1,1,6
526,2,9,10,4,10,9,5,6,1,1,1,9,1,1,1,6
527,9,10,10,6,10,10,1,6,1,1,6,9,1,1,1,6
528,8,10,10,10,10,10,3,7,1,1,7,9,1,1,1,6
529,9,10,9,10,10,9,2,2,1,5,1,9,1,1,1,4
530,3,4,6,5,10,6,3,3,1,1,1,9,1,1,1,4
531,9,10,10,10,10,9,9,7,1,3,1,6,1,1,1,6
532,1,3,7,2,10,6,5,3,1,2,4,6,1,1,1,6
533,7,7,6,9,5,8,9,3,1,8,1,8,1,2,2,5
534,7,10,6,10,10,8,3,6,1,1,1,8,1,6,5,6
535,3,8,4,10,10,8,7,3,1,3,1,9,1,1,2,6
536,8,10,7,7,10,9,8,3,1,10,3,9,1,2,1,4
537,3,7,6,8,10,8,3,3,1,2,2,9,1,2,1,4
538,10,10,9,7,10,9,8,6,1,1,4,9,1,1,1,6
539,9,10,4,3,10,9,9,3,1,9,2,8,1,4,1,6
540,9,10,8,3,10,9,5,3,1,1,4,8,1,2,1,4
541,8,10,10,10,10,9,5,3,1,2,1,10,1,1,1,4
542,10,10,8,7,10,10,9,4,1,1,1,9,1,1,1,3
543,5,10,10,10,10,9,7,7,1,8,1,9,1,1,1,6
544,1,8,8,4,10,9,7,5,1,8,1,8,1,1,1,6
545,2,3,7,8,10,7,7,3,1,1,1,8,1,7,6,6
546,8,7,8,3,5,9,8,3,1,9,1,9,1,1,1,5
547,9,10,10,10,10,10,8,7,1,9,1,7,1,1,1,7
548,5,7,8,5,5,8,5,3,1,4,1,8,1,2,1,5
549,9,10,10,2,10,10,8,3,1,1,1,9,1,1,1,4
550,10,10,8,10,5,10,10,7,1,8,7,9,1,1,1,6
551,8,9,10,6,10,8,7,3,1,1,1,8,1,1,1,5
552,5,7,9,4,10,8,8,3,1,7,1,9,1,1,1,6
553,8,9,9,10,10,9,2,2,1,1,3,9,1,2,3,5
554,9,10,10,10,10,10,2,4,1,1,8,9,2,2,1,6
555,3,4,6,10,10,8,5,3,1,5,1,9,1,1,1,4
556,5,10,10,10,10,9,3,7,1,1,6,8,1,1,1,7
557,8,9,8,2,10,9,10,8,1,1,3,9,1,5,1,6
558,5,9,8,8,10,9,3,5,3,1,1,9,1,1,1,5
559,8,8,8,9,10,9,3,7,1,1,7,9,1,4,3,6
560,3,10,8,7,10,9,4,6,1,1,6,9,2,2,2,6
561,9,10,9,10,10,10,9,6,1,8,7,9,1,3,1,6
562,7,8,10,4,5,8,10,6,1,9,6,8,1,1,2,6
563,7,9,9,10,10,8,5,3,1,1,1,7,1,1,1,6
564,5,9,9,6,10,9,8,7,1,1,7,8,2,4,5,7
565,9,10,8,9,10,9,8,6,1,4,7,8,1,3,2,6
566,6,9,8,4,10,8,6,3,1,7,4,8,1,1,3,4
567,9,10,8,10,10,9,5,6,3,1,6,8,1,1,1,7
568,8,9,8,9,5,8,7,4,1,1,1,9,1,1,1,3
569,4,8,8,4,10,9,8,3,1,9,6,9,2,1,3,5
570,5,10,10,10,10,8,1,3,1,1,1,6,1,1,1,6
571,3,4,6,5,5,8,8,3,1,7,5,9,1,1,1,4
572,1,3,3,4,5,4,9,6,1,1,1,7,1,1,3,7
573,1,7,8,10,10,8,9,7,1,10,1,9,1,1,5,7
574,9,10,8,8,5,9,6,3,1,3,1,7,1,1,5,6
575,2,9,9,10,10,8,5,3,1,7,6,9,1,1,1,4
576,8,10,10,10,10,9,2,3,1,1,1,10,1,1,1,4
577,1,9,10,10,10,9,2,6,1,1,1,8,1,1,1,7
578,3,4,6,3,10,6,4,2,1,1,5,8,1,2,2,4
579,9,10,10,4,10,10,8,4,1,1,5,9,1,2,1,5
580,8,10,9,3,10,9,2,7,1,1,1,9,1,1,1,6
582,5,8,8,9,10,9,10,7,1,10,1,8,1,1,1,6
583,8,10,9,10,10,10,5,7,1,1,1,9,1,1,3,6
584,2,4,4,8,5,7,10,3,1,1,2,8,1,3,1,4
585,8,10,9,4,5,9,10,3,1,3,1,9,1,1,5,6
586,10,8,8,10,8,9,7,3,1,1,4,8,1,2,5,6
587,2,7,10,10,10,8,7,2,1,1,1,9,1,1,1,3
588,8,9,10,10,10,9,2,3,1,1,2,9,1,1,1,3
589,4,5,6,3,5,6,10,2,1,10,1,8,1,1,3,4
590,5,10,10,10,10,8,3,6,1,1,1,8,1,1,1,6
591,3,6,7,10,10,8,3,7,1,1,1,8,1,1,2,7
592,5,10,9,10,10,10,10,3,1,3,1,9,1,1,1,6
593,9,10,9,10,10,9,8,3,1,1,1,7,1,1,1,6
594,9,10,10,7,10,9,7,9,1,1,1,8,1,1,1,7
595,8,10,10,7,5,9,9,9,1,7,6,8,1,2,1,8
596,5,6,8,9,10,6,2,3,1,1,5,6,1,3,1,6
597,9,10,10,10,10,9,10,7,1,8,6,8,1,1,1,7
598,5,10,10,10,10,9,10,4,1,1,6,9,1,1,1,4
599,9,10,10,6,10,10,7,7,1,3,9,9,2,1,1,6
600,9,10,10,10,10,9,6,6,1,1,3,8,1,1,1,7
601,10,9,9,9,10,9,3,2,1,1,1,9,1,1,1,3
602,8,8,7,6,10,9,10,3,1,10,5,8,1,1,5,5
603,1,9,9,10,5,9,10,7,1,10,6,8,1,1,1,7
604,1,4,7,6,10,5,7,3,1,8,1,8,1,1,5,6
605,1,8,8,7,10,7,1,3,1,1,1,9,1,1,1,5
606,2,4,7,2,5,3,3,3,1,1,5,9,1,1,1,4
607,10,10,10,10,10,9,7,8,1,1,1,8,1,1,5,7
608,5,10,10,10,10,5,5,9,1,1,1,6,1,1,1,7
609,9,10,10,7,10,9,10,9,1,8,1,8,1,1,1,6
610,10,10,9,10,10,10,5,6,1,1,1,8,1,1,1,7
611,10,10,10,6,10,9,10,4,1,10,3,6,1,1,1,7
612,7,9,8,6,10,9,1,2,1,1,7,9,1,1,1,3
613,9,10,9,4,5,9,9,5,1,9,1,7,2,1,1,7
614,9,10,10,2,5,9,10,3,1,7,1,8,1,1,1,6
615,9,10,10,10,10,9,10,7,1,10,1,7,1,1,1,7
616,10,10,10,4,10,10,8,8,1,1,1,3,1,1,1,8
617,2,10,10,10,10,9,3,4,1,1,1,9,1,1,1,4
618,5,8,7,10,10,6,10,6,1,1,1,9,1,1,1,5
619,10,10,10,7,10,9,1,8,1,1,1,8,1,1,1,6
620,7,10,10,3,10,10,5,7,1,1,1,8,1,2,5,7
621,1,4,10,10,10,7,1,7,1,1,1,8,1,1,1,7
622,5,8,7,4,10,8,7,3,1,1,1,9,1,3,1,4
623,1,6,8,10,10,7,5,4,1,1,1,8,1,1,2,6
624,1,8,8,10,10,5,9,6,1,1,1,7,1,3,1,7
625,9,8,9,9,10,10,9,6,1,8,6,8,1,2,1,7
626,5,8,10,8,10,8,2,6,1,1,1,7,1,1,1,6
627,2,8,7,10,10,8,5,7,1,1,1,9,1,1,1,6
628,10,10,10,3,10,10,9,4,1,10,1,9,1,1,5,6
629,3,8,10,4,10,7,8,7,1,10,1,8,1,1,1,7
630,5,10,10,10,10,8,5,6,1,1,1,8,1,1,1,6
631,5,8,7,9,10,9,3,3,1,1,6,9,1,1,1,4
632,10,10,10,9,10,10,7,3,1,6,1,9,1,1,1,4
633,5,8,8,10,5,4,6,7,1,1,1,7,1,1,2,8
634,10,10,4,4,10,10,4,3,1,3,1,8,1,1,1,4
635,5,8,9,10,10,8,3,7,1,1,2,9,1,1,1,6
636,8,10,10,10,10,10,5,3,1,1,1,8,1,1,1,6
637,2,3,3,4,10,4,4,6,1,3,1,8,1,1,1,4
638,8,9,8,7,5,9,8,6,1,1,1,9,1,1,1,5
639,9,10,8,10,10,9,9,6,1,9,3,9,1,1,1,6
640,5,10,10,10,10,10,7,9,1,1,6,6,1,1,3,9
641,2,8,9,6,10,8,5,6,1,6,5,8,1,1,1,6
642,2,4,5,7,5,8,8,3,1,10,6,9,1,1,5,4
643,5,10,10,10,10,9,10,7,1,1,1,6,1,1,2,7
644,9,9,8,9,10,9,6,3,1,1,1,9,1,1,8,4
645,8,10,10,7,10,9,1,9,1,1,1,9,1,1,1,6
646,9,10,10,10,10,9,10,8,1,1,1,7,1,1,1,8
647,10,10,8,6,10,10,7,3,1,1,1,7,1,1,1,5
648,10,10,9,3,10,9,5,6,1,1,1,8,1,1,1,6
649,5,10,10,10,10,9,8,4,1,1,1,8,1,1,1,6
650,9,9,9,10,10,9,9,8,1,1,1,8,1,1,1,7
651,7,10,10,3,10,8,1,3,1,1,1,10,1,1,1,4
652,3,10,9,10,10,8,4,6,1,1,1,8,1,1,1,5
653,3,8,8,10,10,7,5,3,1,3,6,8,1,1,1,5
654,9,9,9,4,10,9,5,6,1,1,8,9,1,1,2,6
655,8,10,10,10,10,9,7,5,1,1,6,8,2,1,3,6
656,8,8,7,4,10,9,8,9,1,1,6,7,1,1,1,8
657,10,10,10,10,10,10,10,7,1,10,1,9,1,1,1,6
658,8,9,9,4,10,9,10,9,6,6,1,8,2,1,2,6
659,2,4,6,4,5,5,5,2,1,1,1,8,1,2,1,4
660,3,8,3,6,10,8,4,8,1,1,1,6,1,1,1,8
661,2,10,10,10,10,8,5,6,1,6,1,8,2,1,1,6
662,6,10,10,10,10,9,3,3,1,1,1,8,1,1,1,3
663,2,10,9,4,10,8,7,9,1,9,1,9,1,1,1,6
664,3,10,10,10,10,9,7,6,1,1,1,6,1,1,1,7
665,5,10,10,10,10,10,3,8,1,1,1,9,1,1,1,6
666,9,10,8,7,10,10,7,6,1,1,1,8,1,1,1,5
667,4,10,7,4,5,7,5,5,1,1,2,8,1,3,2,4
668,9,10,10,10,10,10,7,7,1,9,1,6,1,1,5,8
669,1,6,10,10,10,4,7,8,1,1,4,8,2,1,1,6
670,5,10,10,7,10,10,10,10,1,10,8,8,1,1,1,7
671,5,8,10,3,10,8,6,6,1,1,1,8,1,1,1,6
672,9,10,10,3,10,10,1,6,1,1,1,9,1,1,1,5
673,1,3,9,10,10,4,10,4,1,1,1,8,1,1,1,6
674,10,10,8,10,10,8,8,8,1,3,1,8,1,2,3,7
675,10,10,9,10,10,9,1,7,1,1,1,7,1,1,6,7
676,7,8,7,9,10,8,8,5,1,6,1,7,1,2,6,6
677,5,6,6,7,5,7,8,4,1,1,3,7,1,5,5,7
678,5,8,10,4,10,9,2,2,1,2,7,9,1,1,1,4
679,10,10,10,10,10,10,10,4,1,9,1,8,1,1,1,6
680,4,10,10,10,10,8,1,3,1,1,1,9,1,1,3,6
681,10,10,10,10,10,10,8,7,1,1,1,8,1,1,1,6
682,8,10,10,10,10,10,8,6,1,1,1,9,1,1,1,6
683,9,10,10,10,10,10,9,6,1,9,1,8,1,1,1,6
684,8,10,7,3,10,8,9,8,1,3,1,9,1,1,1,6
685,2,8,8,9,10,9,1,3,1,1,3,9,1,2,1,4
686,6,10,10,4,10,9,1,8,1,1,1,8,1,1,1,5
687,7,8,8,9,5,9,8,3,1,10,1,8,1,1,1,5
688,6,10,10,10,10,9,4,6,1,1,1,8,1,1,1,7
689,8,10,10,10,10,9,9,6,1,8,7,9,1,1,3,6
690,10,9,8,10,10,9,5,6,1,1,1,6,2,1,1,6
691,8,10,9,10,10,10,5,9,1,1,1,7,1,1,1,8
692,9,10,10,10,10,9,9,3,1,8,6,6,1,1,3,6
693,5,10,8,4,10,9,1,9,1,1,3,9,1,2,1,6
694,10,10,8,4,10,9,6,3,1,7,1,9,1,1,1,4
695,8,8,6,3,5,9,8,6,1,1,1,8,1,1,3,6
696,5,8,4,4,10,7,10,4,1,3,1,7,1,1,3,6
697,1,8,10,10,10,7,3,9,1,1,1,8,1,1,1,6
698,5,10,10,10,10,9,1,3,1,1,1,8,1,1,1,4
699,9,10,10,10,10,10,5,8,1,3,1,8,1,1,5,7
700,4,6,7,9,10,4,9,5,1,10,1,8,1,1,1,7
701,9,10,10,5,10,9,9,8,1,6,2,8,1,1,2,6
702,10,10,10,6,10,10,10,8,1,6,1,6,1,1,1,8
703,9,10,10,7,10,10,10,10,1,10,1,4,1,1,1,9
704,8,6,7,4,10,8,8,6,1,1,1,6,1,1,3,6
705,5,10,9,4,10,9,7,7,1,4,1,7,1,1,1,7
706,3,10,10,10,10,9,8,9,1,1,1,9,1,1,1,6
707,5,10,10,10,5,9,5,6,1,1,4,8,1,2,1,6
708,8,10,9,10,10,9,3,4,1,1,1,9,1,1,1,6
709,1,8,10,4,5,8,7,7,1,1,1,7,1,1,6,7
710,8,9,10,10,10,8,8,8,1,1,3,7,1,2,5,8
711,6,8,8,10,5,7,5,3,1,7,2,9,1,1,1,6
712,9,10,10,10,10,10,4,8,1,6,1,9,1,1,1,7
713,5,10,10,3,10,10,1,4,1,1,1,8,1,1,1,7
714,10,10,10,6,10,9,5,3,1,7,1,9,1,1,5,6
715,3,10,10,4,10,8,1,6,1,1,1,8,1,1,1,7
716,8,6,6,4,10,7,1,7,1,1,1,9,1,1,1,6
717,9,10,10,10,10,10,3,7,1,1,1,9,1,1,1,6
718,1,7,9,10,10,8,10,6,1,1,1,9,1,2,5,6
719,8,10,10,6,10,9,1,8,1,1,1,9,1,1,1,5
720,5,8,7,10,10,10,2,3,1,1,4,8,1,1,2,4
721,3,8,9,10,10,9,6,6,1,9,2,9,1,1,5,7
722,5,10,10,10,10,10,10,8,1,1,1,4,1,1,2,8
723,5,10,7,10,10,9,5,3,1,6,6,7,1,1,1,4
724,10,10,10,10,10,10,8,6,1,1,1,9,1,1,1,5
725,5,10,10,10,10,8,3,7,1,1,1,7,1,1,1,7
726,7,7,9,9,5,8,5,7,1,1,1,8,1,1,1,8
727,3,4,4,9,5,8,5,6,1,1,1,8,2,1,1,7
728,5,10,10,10,10,10,7,4,1,1,6,7,1,1,5,6
729,10,9,8,4,5,9,8,8,1,1,1,6,1,1,2,8
730,8,10,10,10,10,9,10,2,1,1,1,8,1,1,5,6
731,9,10,10,10,10,10,2,2,1,1,2,9,1,1,1,3
732,5,10,10,10,10,9,9,8,1,1,4,8,1,1,2,7
733,5,10,9,10,10,9,3,8,1,1,7,7,1,1,2,8
734,6,10,7,10,10,9,7,6,1,1,1,9,1,1,2,6
735,2,6,7,8,10,8,1,3,1,1,1,9,1,1,1,4
736,8,10,10,10,10,9,1,8,1,1,6,8,1,1,1,7
737,5,10,10,10,10,9,1,3,1,1,7,9,1,1,1,4
738,4,6,6,6,10,7,5,4,1,1,1,9,1,3,1,5
739,9,10,10,10,5,9,10,8,1,7,6,9,1,1,2,6
740,3,7,6,3,5,8,6,4,1,1,4,8,1,1,1,6
741,7,8,6,10,10,7,8,3,1,8,1,8,1,3,4,5
742,10,10,10,10,10,10,1,3,1,1,1,8,1,1,1,4
743,8,10,10,10,10,9,3,9,1,4,4,9,1,2,3,6
744,3,10,10,3,10,8,3,8,1,3,3,7,1,1,5,8
745,8,10,9,8,5,9,5,7,1,7,1,8,2,1,2,8
746,9,9,8,4,5,9,9,3,1,1,1,6,1,1,2,6
747,8,9,8,10,10,8,3,6,1,1,3,8,1,1,1,6
748,3,8,7,10,5,8,9,6,1,4,5,7,1,1,1,8
749,3,8,6,7,10,9,5,6,1,1,3,7,2,1,1,7
750,2,7,7,4,5,9,8,3,1,9,1,9,1,1,2,4
751,6,10,10,10,10,9,2,3,1,1,5,8,1,1,1,5
752,5,10,10,7,10,9,1,8,1,1,1,8,1,1,5,6
753,2,3,4,3,10,6,5,7,1,1,1,7,1,1,2,8
754,9,6,5,7,10,8,3,3,1,1,1,7,1,1,3,6
755,1,9,10,10,10,9,9,8,1,7,7,9,1,1,2,7
756,7,10,9,5,5,8,6,4,1,9,1,8,1,1,4,6
757,8,10,10,10,10,9,6,4,1,4,6,9,1,1,1,5
758,5,10,10,10,10,9,2,7,1,1,1,8,1,1,1,6
759,10,10,7,10,10,8,2,9,1,1,2,9,1,1,1,6
760,6,9,10,6,10,8,9,7,1,8,1,6,1,1,1,8
761,5,10,10,10,10,7,1,3,1,1,1,8,1,2,2,4
762,9,10,6,6,10,8,5,6,1,1,1,6,1,4,5,8
763,9,8,7,4,10,9,8,3,1,10,6,9,2,2,2,5
764,8,9,8,6,10,9,8,6,1,8,1,9,1,1,1,6
765,6,9,10,10,10,9,3,7,1,1,7,10,1,1,1,6
766,3,8,10,10,10,8,7,8,1,8,1,8,1,1,1,7
767,9,10,9,4,10,9,4,3,1,4,1,9,1,1,1,4
768,5,9,7,4,5,8,3,3,1,4,1,8,1,2,1,4
769,9,7,7,9,10,9,7,7,1,8,6,9,1,2,5,7
770,8,9,8,10,10,8,9,4,1,9,5,9,1,1,5,6
771,8,9,6,4,10,9,10,3,1,1,1,8,1,1,1,5
772,5,9,10,5,10,9,10,7,1,9,1,9,1,1,1,6
773,5,4,6,3,5,5,5,3,1,6,1,8,1,1,2,4
774,9,10,10,3,10,10,5,6,1,1,6,8,1,1,1,6
775,10,10,10,10,10,10,10,7,1,9,8,8,1,1,1,6
776,10,9,9,10,10,9,3,3,1,1,6,7,2,1,1,6
777,2,3,9,3,10,2,9,6,1,1,1,3,1,1,1,7
778,9,10,10,10,10,9,8,3,1,6,6,8,1,1,2,5
779,3,6,10,4,10,6,9,8,1,7,1,7,1,1,1,7
780,1,3,7,6,10,6,7,9,1,1,1,8,1,1,1,7
781,5,7,7,10,10,9,7,3,1,1,7,9,1,3,5,4
782,3,9,9,3,10,9,5,3,1,1,3,9,1,1,2,4
783,10,10,10,10,10,9,1,2,1,1,5,9,1,1,1,3
784,5,10,10,10,10,10,10,6,1,10,7,9,1,2,1,6
785,8,8,7,10,10,9,5,3,1,6,3,9,1,1,1,4
786,5,10,10,10,10,10,1,8,1,1,1,9,1,1,1,6
787,5,7,6,3,10,8,7,7,1,1,1,6,1,1,1,7
788,9,10,10,10,10,10,10,6,1,1,1,8,3,2,1,5
789,3,10,10,9,10,9,7,6,1,1,5,9,1,1,2,6
790,9,10,10,4,10,10,8,3,1,9,1,9,1,1,2,5
791,10,10,9,10,10,9,8,6,1,1,4,9,1,1,1,6
792,5,10,10,8,10,10,8,3,1,6,3,9,1,1,1,5
793,6,10,10,10,10,10,5,8,1,6,1,6,1,1,1,8
794,8,10,10,10,10,9,5,3,1,6,8,9,1,1,6,5
795,5,6,8,7,5,7,3,8,1,1,1,2,1,2,2,8
796,5,10,10,5,10,8,9,4,1,8,1,7,1,1,1,6
797,5,9,8,4,5,9,8,3,1,4,8,8,1,4,5,6
798,9,10,10,10,10,9,5,6,1,6,1,9,1,1,3,6
799,8,8,8,9,5,8,7,7,1,3,8,8,1,1,5,7
800,5,10,10,10,10,6,1,4,1,1,1,9,1,1,1,4
801,2,7,8,4,10,6,5,3,1,9,1,9,1,1,1,4
802,6,10,9,9,4,8,8,5,1,6,1,7,1,1,4,6
803,9,10,10,10,10,8,3,6,1,1,1,9,1,3,2,6
804,5,6,3,3,10,8,5,2,1,1,1,8,1,1,1,4
805,1,10,7,10,10,8,3,6,1,1,7,9,1,1,2,6
806,5,10,8,6,10,10,10,9,1,10,1,8,1,1,1,7
807,8,10,10,6,10,9,3,4,1,1,1,8,1,1,1,5
808,8,10,10,10,10,10,9,6,1,1,6,8,1,1,2,7
