NberID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
w4427,8,4,3,10,10,7,8,5,1,7,1,5,2,1,6,6
w4435,9,7,8,10,10,7,10,5,1,9,3,6,1,3,1,6
w4441,3,6,8,10,5,8,7,6,1,1,1,7,2,3,2,7
w4448,4,4,7,4,5,5,5,3,1,8,5,7,1,1,3,6
w4453,3,5,7,3,5,6,8,4,1,10,7,8,2,1,1,6
w4463,3,8,7,10,5,7,8,5,1,1,5,7,1,3,2,7
w4476,5,8,8,10,10,7,10,4,1,9,1,5,1,7,1,7
w4480,6,5,4,4,5,7,9,4,1,9,1,6,1,2,3,7
w4490,3,9,3,8,10,8,9,6,1,1,1,9,1,1,2,6
w4494,3,5,8,10,10,7,8,6,1,9,2,7,1,3,2,7
w4496,3,6,6,10,10,7,9,3,1,1,5,7,1,4,7,7
w4508,9,9,9,10,10,9,9,4,1,9,1,7,1,1,1,6
w4509,9,10,10,10,10,9,10,8,1,9,1,2,1,7,5,9
w4518,9,6,6,9,6,7,8,7,1,6,4,6,1,7,2,8
w4537,2,6,7,10,5,8,9,6,1,9,1,7,1,4,2,7
w4550,8,8,8,9,10,8,9,6,1,1,7,7,1,1,2,8
w4554,1,10,10,10,5,9,8,7,1,1,5,8,1,1,1,6
w4556,8,10,10,10,10,10,10,6,1,10,1,6,1,1,3,8
w4575,1,7,9,10,10,6,8,8,1,7,1,3,1,1,2,9
w4580,9,8,8,3,5,8,8,3,1,1,1,8,1,7,2,6
w4597,8,10,10,10,10,9,8,8,3,9,1,4,1,1,2,9
w4605,1,4,3,10,10,6,9,7,1,9,1,6,1,1,5,8
w4608,9,9,7,3,10,9,10,7,1,6,1,6,1,1,6,8
w4614,4,8,8,10,10,9,10,8,1,9,1,7,1,2,2,8
w4634,9,7,7,10,5,8,10,8,1,10,1,6,1,2,1,9
w4644,5,7,8,10,10,8,10,7,1,9,1,6,2,7,7,8
w4646,5,6,7,10,10,8,9,4,1,6,1,8,1,1,1,6
w4650,9,10,9,8,5,9,8,6,1,9,1,8,1,1,1,7
w4675,9,10,10,10,10,10,7,3,1,9,1,9,1,1,1,5
w4678,5,4,2,10,5,4,9,3,1,8,1,5,1,1,1,6
w4680,8,9,8,10,5,9,8,3,1,1,1,8,3,5,2,6
w4693,8,8,8,10,7,9,9,4,1,6,7,8,3,1,5,6
w4714,5,8,10,6,5,8,8,3,1,9,1,6,1,4,2,6
w4715,9,10,8,10,10,9,10,9,1,7,1,6,1,3,1,9
w4739,1,4,8,9,5,4,7,4,1,6,1,6,1,1,1,7
w4759,2,7,7,7,10,5,5,6,1,6,7,6,1,3,2,7
w4768,3,6,8,10,5,6,10,6,1,3,1,6,2,1,6,7
w4771,8,10,9,3,5,10,10,3,1,10,5,8,3,4,5,6
w4776,9,10,8,10,10,9,10,8,1,8,1,5,1,1,1,9
w4787,7,8,8,10,6,8,9,4,1,9,3,7,1,7,6,7
w4788,9,10,9,9,5,10,8,8,1,1,1,6,1,1,5,8
w4795,3,4,6,10,10,8,9,3,1,9,9,8,3,1,1,6
w4796,8,8,8,4,10,8,8,5,1,9,1,8,1,3,7,6
w4810,3,6,7,10,10,6,10,3,1,9,1,8,1,3,5,5
w4817,8,7,8,8,10,9,9,7,1,1,6,9,1,2,3,6
w4820,3,9,9,10,5,8,9,3,1,9,7,9,1,1,5,6
w4829,9,9,8,8,10,10,10,9,1,7,1,6,1,3,1,8
w4840,3,6,7,9,10,7,7,5,1,7,6,6,1,1,1,6
w4855,9,8,7,9,5,8,6,7,1,1,6,3,1,1,1,8
w4857,7,9,9,10,5,9,9,8,1,1,1,7,1,1,2,8
w4858,3,3,3,10,5,4,8,6,1,8,1,6,2,1,4,7
w4861,8,8,9,10,10,8,7,8,1,1,1,6,1,3,1,8
w4884,7,8,7,6,10,8,8,6,1,8,1,8,1,1,3,7
w4886,10,10,10,7,5,10,10,9,1,9,3,6,1,1,3,8
w4887,9,10,8,4,5,10,8,3,1,8,1,9,1,2,2,5
w4912,8,10,8,9,10,9,10,6,1,1,1,7,1,1,1,8
w4917,3,9,9,9,5,9,10,8,1,10,1,7,1,6,2,8
w4921,4,6,8,9,10,6,10,8,1,1,1,3,1,2,5,9
w4934,5,9,7,10,10,9,6,3,1,6,1,7,1,2,2,5
w4943,3,3,4,10,10,3,9,5,1,6,1,6,1,5,5,8
w4947,5,10,6,9,5,9,9,8,1,1,1,2,2,2,5,9
w4959,9,10,10,10,10,9,8,9,1,8,5,7,1,6,1,9
w4966,9,10,10,10,10,9,9,3,1,6,7,7,1,3,3,6
w4979,7,6,7,9,5,7,8,4,1,8,1,7,1,2,5,6
w4995,8,7,8,9,10,9,10,6,1,9,2,9,1,1,2,6
w5002,2,6,7,7,5,8,8,4,1,9,5,7,1,4,2,7
w5007,4,8,9,4,5,7,7,6,1,10,1,8,1,1,2,6
w5011,5,7,6,4,5,8,9,4,1,9,1,7,1,2,2,6
w5019,5,7,4,10,5,7,10,5,1,7,1,7,2,1,7,7
w5024,5,8,6,10,10,8,10,9,1,1,1,2,1,7,5,9
w5026,2,8,7,10,10,8,9,6,1,7,2,4,1,3,1,7
w5033,9,10,10,10,10,10,9,8,1,8,1,6,1,1,1,8
w5042,9,10,9,10,10,9,5,3,1,7,1,9,1,6,1,5
w5050,9,10,9,10,10,9,10,6,1,8,1,6,1,1,2,7
w5052,9,10,3,9,5,8,7,6,1,9,1,4,1,6,5,8
w5082,5,6,6,8,10,5,10,8,1,7,1,3,2,5,7,8
w5083,7,9,9,10,10,9,7,6,1,8,1,6,1,1,2,8
w5086,5,10,10,3,10,9,9,3,1,1,1,9,1,1,5,4
w5093,8,10,9,10,10,9,9,7,1,10,2,8,2,3,2,8
w5095,2,6,7,4,5,6,7,3,1,6,1,8,1,3,6,5
w5098,9,9,10,5,10,9,10,8,1,1,1,7,1,1,1,7
w5118,8,7,5,6,10,8,10,6,1,1,1,6,1,7,5,8
w5119,2,7,4,9,5,6,7,5,1,1,3,6,1,6,6,7
w5124,1,4,4,6,10,8,8,4,1,8,1,5,1,2,2,7
w5136,10,10,8,10,5,8,5,8,1,6,1,6,2,5,1,9
w5143,5,6,7,8,10,6,8,9,1,1,5,6,2,1,1,9
w5145,8,9,9,6,10,8,8,3,1,10,7,9,1,4,5,5
w5158,5,6,7,10,10,8,8,4,1,9,1,6,1,6,5,7
w5163,2,7,6,8,5,8,10,6,1,8,1,6,1,3,1,7
w5192,5,3,4,10,10,3,9,6,1,1,1,6,1,4,1,8
w5203,3,6,8,9,5,7,8,6,1,9,1,8,2,1,1,7
w5211,3,3,8,9,5,4,8,3,1,1,2,7,2,3,2,5
w5213,2,6,6,4,5,7,4,7,1,1,1,6,1,6,5,8
w5227,5,8,8,10,10,8,8,4,1,6,1,6,1,1,5,7
w5234,3,10,10,10,5,9,9,6,1,8,4,7,1,2,1,7
w5235,1,4,7,10,5,3,9,7,1,3,1,6,3,1,5,8
w5249,5,4,6,6,5,7,5,8,1,1,1,2,1,3,7,9
w5251,3,6,8,6,5,7,3,2,1,1,1,9,1,2,5,3
w5260,9,9,9,5,5,8,7,3,1,8,1,8,2,3,2,6
w5267,6,6,8,9,10,8,8,6,1,8,7,6,2,6,2,8
w5333,5,10,10,10,5,8,10,6,1,8,1,3,1,2,6,8
w5336,2,5,4,10,10,8,9,7,1,9,1,7,1,2,1,8
w5345,9,10,10,10,10,10,8,7,1,9,6,8,1,1,5,7
w5372,1,9,8,10,10,8,8,8,1,1,1,2,1,4,1,9
w5378,5,10,10,10,10,9,9,4,1,1,1,7,1,6,1,6
w5394,2,3,4,3,10,4,4,6,1,1,1,7,2,1,1,8
w5419,7,10,7,9,5,9,5,3,1,1,6,8,1,1,5,6
w5428,3,3,7,10,5,4,10,3,1,1,1,6,2,1,5,6
w5429,1,6,8,10,10,8,9,6,1,9,1,3,1,4,1,8
w5430,3,3,3,4,5,4,8,7,1,3,1,6,1,6,1,8
w5439,10,9,10,7,10,9,9,8,1,9,1,7,1,3,1,8
w5462,3,8,6,10,10,9,9,4,1,7,2,7,4,3,1,6
w5466,2,7,7,9,10,8,9,7,1,10,1,5,2,6,7,8
w5476,5,7,8,10,10,8,10,8,1,1,1,7,1,1,1,8
w5489,8,7,7,10,10,10,9,6,1,9,1,8,1,1,5,7
w5494,9,10,10,10,10,10,9,7,1,1,1,6,1,4,6,8
w5504,5,8,10,10,10,9,9,4,1,10,1,7,1,3,5,7
w5537,10,8,9,10,10,9,9,5,1,1,1,6,1,1,1,5
w5566,5,7,7,10,10,6,10,8,1,1,1,6,1,2,2,8
w5567,4,8,8,6,5,6,7,6,1,6,1,7,1,7,6,7
w5570,2,6,5,4,10,8,6,7,1,1,1,6,1,3,3,8
w5583,4,7,6,8,10,6,8,4,1,1,3,7,1,2,4,6
w5585,2,3,3,9,5,6,10,3,1,10,6,7,1,1,5,7
w5605,8,10,10,10,10,9,9,6,1,8,7,6,1,3,2,8
w5606,8,8,8,10,10,9,10,7,1,10,1,6,1,2,1,8
w5625,10,10,9,10,5,10,10,9,1,7,7,9,5,2,1,7
w5627,10,9,8,7,10,9,10,8,1,10,1,8,1,1,1,7
w5637,5,7,8,10,10,8,8,6,1,7,1,7,1,1,5,7
w5650,5,9,8,10,10,8,9,7,1,5,1,8,1,1,1,7
w5653,5,7,7,9,5,6,8,6,1,7,1,5,1,4,5,8
w5654,9,8,6,4,5,8,10,8,1,10,1,5,1,6,1,8
w5657,1,3,7,9,10,6,9,4,1,9,1,7,1,2,3,6
w5661,8,7,7,10,10,8,10,8,1,6,1,4,1,1,1,9
w5666,1,2,3,4,10,7,10,4,1,10,2,7,2,1,5,6
w5669,6,10,10,10,10,10,10,4,1,10,1,6,2,1,1,7
w5672,9,8,8,7,10,9,3,7,1,1,1,3,2,7,5,8
w5674,3,3,7,6,5,4,8,8,1,1,1,6,1,1,5,8
w5688,5,3,3,7,5,3,4,3,1,1,1,7,1,3,4,6
w5692,2,7,8,10,10,8,10,8,1,7,1,6,1,1,4,9
w5715,9,7,6,8,5,7,9,6,1,9,1,7,1,2,3,7
w5716,2,7,7,10,5,7,7,4,1,7,1,3,1,6,5,7
w5721,5,3,3,8,10,4,8,5,1,3,1,8,1,2,1,6
w5722,10,7,8,10,10,8,6,4,1,1,1,8,1,2,1,7
w5724,9,7,7,9,5,8,9,7,1,8,1,3,1,7,6,8
w5725,1,8,8,7,10,8,10,8,1,6,1,6,1,2,2,8
w5744,3,8,8,6,5,8,8,8,1,6,1,4,1,1,5,9
w5750,9,8,7,6,10,10,10,9,1,8,2,6,1,2,3,9
w5757,4,4,6,7,10,7,5,3,1,2,1,8,2,1,5,3
w5760,1,8,8,10,10,8,7,3,1,7,4,8,2,1,3,4
w5767,1,6,9,10,8,7,9,6,1,8,4,9,1,3,1,6
w5775,10,10,6,10,10,9,10,4,1,9,7,8,1,2,1,6
w5788,3,7,7,9,5,8,8,7,1,1,1,8,1,3,1,7
w5796,9,8,8,10,10,9,9,8,1,6,1,7,1,7,6,8
w5803,10,10,10,8,10,10,9,6,1,1,1,8,1,1,5,7
w5809,3,10,10,10,10,9,10,8,1,9,1,8,1,1,1,7
w5816,9,8,8,10,10,8,5,6,1,1,1,9,2,3,1,6
w5817,3,8,10,3,10,8,9,3,1,7,3,7,1,1,6,6
w5857,1,8,9,10,10,8,8,3,1,1,6,9,1,2,3,5
w5865,10,8,7,6,5,8,10,4,1,9,4,7,2,1,2,7
w5866,1,4,7,3,5,7,8,4,1,8,2,8,1,6,6,7
w5872,9,10,10,10,10,9,8,6,1,9,6,8,1,1,5,7
w5881,8,9,7,10,10,8,7,8,1,10,1,3,2,1,1,6
w5888,3,6,8,7,5,7,8,6,1,6,5,8,1,4,6,8
w5903,8,7,7,9,10,8,8,6,1,6,4,3,1,8,3,8
w5907,5,10,10,6,10,8,10,7,1,10,1,3,1,1,1,8
w5928,5,5,4,7,5,7,7,4,1,7,8,7,1,4,7,7
w5941,8,8,7,10,10,8,7,4,1,6,1,7,1,3,1,6
w5942,8,7,8,10,10,8,9,7,1,7,1,7,2,3,1,8
w5956,2,4,6,10,10,7,7,3,1,1,1,6,1,2,1,7
w5964,2,4,7,4,5,6,9,6,1,9,1,7,1,1,4,8
w6007,9,9,10,10,10,9,8,8,1,6,1,4,2,1,1,8
w6008,8,10,10,10,5,9,8,4,1,1,1,7,1,1,1,6
w6009,9,10,9,10,10,10,10,8,1,9,1,6,1,1,3,8
w6034,8,9,9,10,10,8,8,6,1,10,1,5,1,7,8,8
w6035,2,6,8,10,6,8,10,7,1,8,4,6,2,3,7,8
w6041,2,8,9,10,10,9,9,4,1,9,1,6,1,8,3,8
w6047,5,6,6,9,5,7,9,3,1,9,1,4,1,1,1,7
w6048,9,10,10,10,5,9,7,7,1,9,1,7,1,1,6,8
w6049,7,9,8,6,10,9,9,3,1,8,7,7,1,1,5,6
w6051,5,6,6,2,5,7,5,6,1,1,1,4,1,6,4,8
w6052,7,8,8,4,5,8,6,4,1,8,5,7,2,3,3,6
w6056,6,10,10,10,10,10,8,6,1,10,6,7,1,2,1,7
w6088,2,3,8,9,5,4,9,3,1,4,1,7,1,3,5,7
w6106,6,8,4,10,5,7,9,9,1,8,3,6,1,6,2,9
w6160,5,7,6,8,10,8,9,4,1,3,1,6,1,6,5,7
w6163,2,10,8,10,10,9,8,7,1,1,1,5,1,1,1,8
w6166,8,7,8,4,5,9,9,6,1,7,1,8,1,3,2,6
w6177,9,8,7,10,10,9,9,8,1,10,1,3,1,1,5,9
w6191,3,5,6,10,5,4,9,7,1,1,1,6,1,4,3,6
w6192,8,9,8,7,10,9,10,9,1,1,1,7,1,7,5,8
w6194,1,7,9,10,8,8,10,8,1,9,4,7,2,1,5,8
w6213,9,10,8,10,10,10,10,6,1,9,2,6,2,8,3,8
w6215,9,7,5,9,10,8,8,6,1,8,1,4,1,8,5,8
w6220,1,6,7,10,10,8,9,7,1,4,1,6,1,1,5,8
w6227,3,7,9,6,5,7,8,3,1,3,1,7,1,5,2,6
w6248,9,10,10,10,2,10,10,7,1,1,6,8,1,3,6,7
w6274,1,6,7,7,10,6,10,7,1,4,5,7,1,1,2,7
w6275,9,10,10,10,10,10,10,8,1,6,1,9,1,2,1,7
w6279,3,5,8,10,5,6,9,4,2,10,1,8,1,2,4,6
w6304,1,3,5,7,5,2,7,6,1,1,1,3,1,1,6,8
w6307,2,10,10,10,5,9,7,3,1,6,6,8,1,1,5,5
w6317,5,4,4,4,5,7,2,6,1,1,1,9,1,1,5,6
w6326,8,3,4,4,2,4,8,3,1,1,1,9,1,1,1,4
w6333,4,8,5,9,5,8,9,4,1,1,1,7,1,7,4,6
w6354,5,10,8,10,10,9,8,3,1,9,1,8,1,1,1,2
w6355,8,10,8,4,5,9,8,3,1,6,6,7,1,1,5,6
w6357,1,3,10,8,10,5,10,8,1,2,1,7,1,1,5,8
w6364,7,7,7,9,10,8,8,6,1,1,1,6,1,3,5,7
w6385,7,10,10,10,10,10,7,8,1,9,6,8,1,1,1,7
w6387,5,7,8,10,10,7,9,4,1,8,1,7,1,1,1,4
w6391,8,7,8,3,5,8,9,5,1,9,6,8,1,6,5,7
w6393,3,4,4,7,5,7,9,4,1,9,1,7,1,5,2,7
w6394,2,2,3,9,10,4,9,5,1,8,1,6,1,1,2,7
w6418,9,9,9,9,10,9,7,6,1,1,1,2,1,1,4,8
w6437,3,4,4,7,5,7,9,3,1,8,1,7,1,6,5,6
w6442,5,4,4,7,5,4,8,8,1,8,1,8,1,1,3,7
w6454,9,9,5,9,10,9,6,4,1,7,1,7,1,1,2,7
w6471,6,5,7,10,5,7,6,6,1,6,6,7,2,3,2,7
w6476,3,9,8,6,10,9,10,7,1,10,6,9,1,3,1,7
w6481,5,7,5,6,5,8,10,6,1,10,6,7,1,1,3,7
w6482,3,10,10,10,10,9,10,8,1,1,1,3,1,1,6,9
w6488,9,10,10,9,5,9,10,4,1,9,1,4,1,3,4,7
w6496,8,9,10,8,10,9,10,8,1,7,1,6,1,1,5,8
w6515,7,7,6,8,5,8,8,3,1,8,7,6,1,4,3,6
w6529,6,7,7,4,10,8,9,3,1,9,1,8,1,1,5,6
w6564,3,10,6,6,10,9,8,6,1,9,1,7,1,1,1,6
w6567,7,8,6,9,5,8,10,6,1,10,1,8,1,1,1,6
w6570,8,8,7,10,5,9,9,3,1,9,1,8,1,2,4,6
w6577,9,10,8,3,5,9,8,4,1,9,1,7,1,1,5,7
w6592,5,3,4,4,5,4,9,6,1,8,6,7,1,6,2,8
w6593,2,7,4,10,5,8,9,3,1,10,6,8,1,3,4,6
w6606,4,10,10,8,10,8,9,6,1,3,1,6,1,1,3,8
w6617,4,10,10,3,10,9,8,3,1,1,1,8,1,1,1,5
w6634,9,8,8,9,5,9,9,6,1,10,1,8,1,1,3,7
w6636,9,8,6,9,5,8,10,8,1,9,1,3,2,6,3,9
w6637,10,10,7,10,10,9,10,6,1,9,1,8,1,1,5,7
w6658,1,7,8,10,10,4,10,6,1,1,1,4,1,1,3,8
w6670,5,4,7,4,5,5,8,7,1,1,1,3,1,2,3,8
w6686,9,10,10,10,5,10,10,8,1,1,1,8,1,1,6,8
w6689,10,9,10,4,10,9,9,7,1,9,7,7,1,2,7,8
w6691,5,3,7,9,5,4,9,4,1,1,2,7,1,5,2,7
w6698,8,8,5,7,5,9,9,8,1,6,1,6,1,3,6,9
w6699,9,8,9,7,5,9,10,3,1,9,5,8,1,2,5,4
w6704,7,7,7,4,10,8,9,7,1,6,1,8,1,1,2,7
w6707,5,6,7,10,10,6,9,5,1,10,4,4,2,2,5,7
w6715,2,9,8,8,10,9,10,9,1,4,1,6,1,2,6,8
w6723,9,10,10,10,10,9,10,4,1,10,1,6,1,2,4,5
w6741,9,10,8,10,10,9,10,9,1,6,3,8,1,1,5,7
w6758,10,10,10,9,10,10,9,8,1,7,1,7,1,2,3,8
w6771,8,10,8,10,10,9,8,8,1,9,1,7,2,1,6,7
w6775,3,8,10,10,10,8,10,9,1,1,1,7,1,6,1,8
w6785,9,10,7,10,10,10,10,8,1,9,10,8,2,2,1,5
w6792,3,7,7,10,5,9,10,3,1,10,6,5,2,1,6,7
w6795,7,8,7,9,5,9,9,5,1,8,7,8,1,3,5,6
w6801,9,9,9,10,5,9,10,4,1,9,1,8,2,2,6,6
w6811,5,10,8,10,10,10,9,7,1,1,3,8,1,1,1,6
w6812,8,10,10,10,10,9,10,3,1,1,1,9,1,1,1,5
w6822,5,10,8,6,10,8,8,5,1,8,6,8,1,1,2,4
w6826,5,6,7,9,5,8,10,6,1,1,2,8,2,4,6,6
w6832,9,10,10,10,5,9,10,7,1,9,1,7,1,1,1,8
w6841,2,6,7,5,5,7,8,5,1,6,6,8,2,6,2,6
w6863,7,6,6,9,10,8,9,6,1,1,3,5,1,6,6,8
w6865,8,7,9,3,5,8,7,3,1,6,1,6,1,1,2,6
w6869,9,10,10,4,10,9,10,8,1,10,1,7,1,4,5,8
w6879,7,6,8,8,10,7,5,4,1,3,2,7,1,1,4,6
w6901,6,9,9,10,10,8,9,6,1,3,1,7,1,1,5,7
w6963,8,9,7,9,6,9,9,5,1,7,7,8,2,2,6,7
w6977,8,8,7,10,10,8,9,3,1,4,1,8,1,2,1,6
w7001,7,4,3,9,5,8,9,6,1,9,1,5,1,8,5,8
w7034,9,8,7,9,5,9,10,4,1,6,7,7,1,3,5,7
w7046,9,10,10,10,5,9,7,6,1,3,5,8,1,2,1,7
w7051,9,10,7,10,10,9,10,8,1,1,1,6,1,1,1,8
w7080,3,5,5,7,8,4,8,5,1,8,1,8,1,4,2,7
w7103,9,9,8,4,5,9,10,6,1,3,1,9,1,1,4,6
w7104,1,10,10,10,10,5,9,8,1,1,1,7,1,1,5,7
w7105,8,10,10,10,10,10,10,4,1,1,1,9,1,1,6,4
w7109,2,6,6,9,10,8,10,8,1,9,1,6,1,1,5,8
w7111,3,6,5,7,5,9,10,4,1,10,1,8,2,2,5,6
w7122,2,9,7,10,10,9,10,6,1,7,1,2,1,1,1,8
w7126,9,10,9,4,10,10,8,6,1,9,8,5,2,2,1,8
w7132,5,8,6,8,4,9,8,4,1,1,6,8,1,2,5,6
w7136,5,8,7,10,10,8,10,7,1,9,4,7,2,3,3,8
w7155,5,10,9,10,10,9,10,3,1,9,1,4,1,3,1,7
w7158,3,10,10,4,5,9,8,4,1,3,1,7,1,1,4,6
w7180,1,9,7,10,10,9,10,8,1,3,1,7,1,2,1,8
w7185,10,9,10,10,10,9,9,7,1,9,1,7,1,2,5,8
w7207,7,10,10,10,10,9,10,8,1,8,1,4,2,1,5,9
w7216,2,7,8,10,10,9,9,9,1,3,1,4,1,1,1,9
w7220,9,10,8,10,10,10,10,3,1,10,7,8,1,2,2,6
w7239,3,7,7,10,10,7,4,3,1,1,1,7,1,1,5,6
w7240,3,3,6,9,5,6,8,3,1,1,5,6,2,1,5,6
w7249,7,8,8,10,5,9,9,6,1,3,1,6,1,3,7,8
w7266,10,10,7,10,5,8,10,6,1,10,1,7,2,1,5,8
w7269,8,10,8,10,10,10,9,8,1,1,1,7,1,1,1,7
w7271,5,10,8,10,10,10,9,8,1,7,2,9,2,3,1,8
w7293,7,7,7,10,8,8,6,3,1,6,1,5,2,1,5,6
w7300,8,10,10,10,10,10,10,8,1,1,2,4,3,1,1,8
w7306,9,9,6,4,10,9,9,5,1,2,1,7,1,2,1,7
w7310,9,9,9,8,10,9,9,6,1,9,1,8,1,2,2,6
w7317,10,10,8,9,10,10,9,9,1,7,9,8,3,7,5,8
w7322,8,8,7,4,5,8,8,6,1,8,1,6,1,3,4,8
w7333,5,10,10,10,10,8,8,2,1,1,1,8,1,1,4,4
w7349,3,3,6,7,5,7,9,8,1,1,3,6,1,1,4,8
w7353,10,8,9,6,10,9,8,4,1,8,1,6,1,6,6,7
w7363,3,8,9,10,10,7,6,7,1,9,1,4,3,1,5,8
w7388,10,10,10,10,5,9,10,8,1,9,3,3,1,1,3,9
w7415,5,4,4,9,10,3,5,7,1,7,1,6,1,1,1,8
w7430,8,8,9,10,10,9,8,5,1,7,1,7,2,1,5,6
w7442,1,4,4,8,10,7,7,3,1,6,3,7,2,7,4,6
w7447,2,4,5,3,10,7,7,6,1,1,1,4,2,1,6,8
w7449,3,7,6,8,10,8,9,6,1,9,5,6,1,3,7,8
w7469,9,7,8,9,10,8,8,8,1,8,7,3,1,2,1,9
w7470,9,7,6,10,10,8,9,8,1,4,1,7,1,2,2,8
w7507,8,8,8,10,5,9,9,6,1,9,7,7,2,3,8,7
w7508,7,8,8,10,5,8,9,4,1,8,3,7,1,3,2,7
w7509,9,9,7,9,10,9,9,7,1,6,4,6,1,6,5,8
w7518,8,10,10,10,5,8,7,7,1,6,3,7,1,1,5,7
w7527,9,8,7,9,5,8,9,4,1,10,1,5,2,1,2,6
w7546,10,9,8,10,5,9,9,7,1,7,1,4,1,1,3,8
w7550,1,6,7,9,3,8,3,9,1,3,1,8,2,1,1,7
w7563,10,10,6,9,10,9,8,8,1,3,1,6,1,3,1,8
w7577,7,4,3,3,5,6,6,4,1,3,1,8,2,1,4,6
w7604,1,8,7,10,10,9,8,7,1,9,1,3,1,1,3,8
w7634,1,6,9,9,10,7,10,8,1,10,1,4,1,1,5,9
w7637,9,8,8,10,10,9,8,4,1,1,1,7,1,1,3,6
w7655,10,8,7,10,5,8,9,4,1,8,1,7,1,6,1,7
w7659,9,10,10,9,10,9,10,8,1,8,1,6,1,3,1,8
w7671,5,10,9,8,10,10,6,2,1,8,1,9,1,1,2,5
w7682,2,7,8,10,5,7,6,7,1,9,1,4,2,1,6,8
w7684,5,8,9,4,5,7,7,8,1,7,1,3,1,3,2,8
w7688,3,8,8,10,10,8,10,7,1,10,5,8,1,1,5,7
w7695,10,10,8,9,10,9,9,3,1,10,6,7,1,6,5,5
w7697,8,8,9,10,10,9,9,3,1,9,5,8,2,3,3,6
w7708,8,10,10,8,5,9,8,6,1,1,1,8,1,1,5,8
w7734,2,4,3,4,5,7,9,6,1,3,1,6,1,1,5,8
w7739,8,8,8,10,10,8,10,6,1,1,1,8,1,4,5,7
w7750,8,10,6,10,10,9,9,8,1,4,6,8,1,5,1,8
w7761,5,8,7,10,5,8,6,3,1,6,5,7,1,6,1,6
w7769,2,3,4,9,10,5,8,3,1,1,1,8,1,1,1,5
w7771,8,7,7,9,10,8,9,6,1,9,1,6,1,2,2,8
w7789,9,7,7,9,10,9,9,8,1,9,1,6,1,1,4,8
w7791,3,10,8,10,5,9,10,9,1,6,6,8,1,3,1,7
w7804,1,6,7,4,10,7,3,6,1,1,1,2,2,1,1,8
w7805,10,10,10,10,10,10,6,4,1,1,4,6,1,1,1,6
w7815,3,8,8,10,5,8,7,7,1,4,5,4,1,1,2,7
w7828,8,10,10,9,10,9,8,5,1,3,1,7,1,1,2,7
w7831,5,4,6,6,10,8,8,4,1,9,5,7,1,1,4,6
w7845,8,9,10,10,5,9,8,3,1,9,6,7,1,4,1,6
w7847,10,10,10,10,10,10,9,6,1,2,8,9,1,1,3,6
w7856,1,4,5,7,10,7,8,7,1,1,1,3,2,2,2,8
w7857,5,6,7,10,10,6,10,7,1,8,1,6,1,6,4,8
w7859,5,7,8,10,10,8,9,6,1,10,1,6,1,1,1,8
w7860,9,8,9,10,10,8,9,8,1,3,1,6,1,7,4,8
w7864,5,6,6,7,5,6,8,6,1,6,6,8,2,1,3,6
w7868,6,7,7,4,10,8,8,4,1,10,1,6,1,3,3,6
w7870,8,10,10,10,10,8,7,6,1,1,4,8,1,6,1,6
w7871,9,10,8,10,10,9,8,4,1,3,1,8,1,1,1,6
w7892,10,10,10,10,5,10,10,8,1,3,4,5,1,1,2,9
w7904,5,7,8,10,10,9,9,8,1,10,1,6,1,1,1,8
w7906,6,8,9,10,5,8,8,6,1,9,4,7,1,3,5,7
w7919,9,7,7,8,5,9,9,3,1,10,8,7,1,2,1,6
w7927,9,10,10,3,10,8,10,6,1,1,1,6,1,1,3,7
w7941,6,10,10,10,10,9,9,7,1,9,1,9,2,4,5,6
w7944,5,7,4,4,2,8,9,3,1,8,1,6,1,3,2,6
w7946,8,7,7,8,5,8,9,5,1,9,2,7,1,3,2,7
w7952,5,8,9,7,5,8,7,7,1,8,6,6,1,1,2,8
w7967,1,8,7,10,10,9,10,6,1,10,7,3,1,2,5,8
w7972,5,7,7,10,10,8,8,3,1,10,1,6,1,3,5,7
w7973,9,9,8,8,10,9,7,6,1,3,1,3,1,7,4,8
w7978,3,9,10,8,5,8,10,6,1,10,3,8,1,6,3,7
w7981,8,8,7,10,10,8,9,7,1,10,5,6,1,3,2,8
w7983,10,9,9,10,10,9,9,9,1,8,3,8,1,1,8,7
w7984,3,6,8,3,10,7,8,3,1,6,3,7,1,3,5,6
w7993,7,6,6,10,10,9,10,6,1,9,5,6,4,3,4,7
w7996,2,4,6,10,5,6,9,3,1,1,1,4,1,7,5,7
w8004,8,8,7,10,10,9,10,9,1,3,1,1,1,1,1,9
w8019,1,8,9,10,10,8,9,3,1,8,8,6,2,3,6,6
w8030,5,8,8,10,10,9,9,5,1,10,2,8,1,1,1,6
w8042,8,4,7,4,5,7,8,8,1,3,1,3,2,1,3,8
w8045,6,6,7,9,5,7,9,4,1,9,6,6,1,3,4,8
w8054,5,7,6,10,10,6,7,6,1,6,7,5,1,3,3,8
w8079,9,10,7,10,10,10,8,8,1,9,8,4,2,7,1,8
w8083,9,8,7,4,10,9,7,4,1,9,1,8,1,2,2,6
