,link,title,authors,metrics,received,accepted,published_online,under_review,pub_year,pub_month
257,https://doi.org/10.1287/mnsc.2021.01062,Corporate Social Responsibility and Consumer Choice: Lessons from the Milk Boycott,"In Kyung Kim , Kyoo il Kim","Downloaded 1,033 times in the past 12 months
Cited 4 times",2021-03-28,2024-05-20,2024-10-11,1149,2024,10
258,https://doi.org/10.1287/mnsc.2023.04233,"Fiscal Stimulus, Deposit Competition, and the Rise of Shadow Banking: Evidence from China","Viral V. Acharya , Jun “QJ” Qian , Yang Su , Zhishu Yang","Downloaded 672 times in the past 12 months
Cited 5 times",2023-12-22,2024-04-26,2024-10-11,126,2024,10
259,https://doi.org/10.1287/mnsc.2022.02023,Managing Resources for Shared Micromobility: Approximate Optimality in Large-Scale Systems,"Deniz Akturk , Ozan Candogan , Varun Gupta ","Downloaded 743 times in the past 12 months
Cited 5 times",2022-07-07,2024-05-11,2024-10-14,674,2024,10
260,https://doi.org/10.1287/mnsc.2021.03357,A Machine Learning Framework for Assessing Experts’ Decision Quality,"Wanxue Dong , Maytal Saar-Tsechansky , Tomer Gev","Downloaded 3,891 times in the past 12 months
Cited 2 times",2021-10-06,2024-03-23,2024-10-15,899,2024,10
261,https://doi.org/10.1287/mnsc.2021.03357,A Machine Learning Framework for Assessing Experts’ Decision Quality,"Wanxue Dong , Maytal Saar-Tsechansky , Tomer Geva","Downloaded 3,891 times in the past 12 months
Cited 2 times",2021-10-06,2024-03-23,2024-10-15,899,2024,10
262,https://doi.org/10.1287/mnsc.2023.02372,"Toxic Chief Executive Officers; Environmental, Social, and Governance Institutional Investors as Watchdogs; and the Labor Market Outcomes",Ugur Le,"Downloaded 1,060 times in the past 12 months
Cited 0 times",2023-07-31,2024-05-17,2024-10-15,291,2024,10
263,https://doi.org/10.1287/mnsc.2021.03356,Does Employing Skilled Immigrants Enhance Competitive Performance? Evidence from European Football Clubs,"Britta Glennon , Francisco Morales , Seth Carnahan , Exequiel Hernández ","Downloaded 2,990 times in the past 12 months
Cited 3 times",2021-10-06,2023-06-08,2024-10-16,610,2024,10
264,https://doi.org/10.1287/mnsc.2021.03356,Does Employing Skilled Immigrants Enhance Competitive Performance? Evidence from European Football Clubs,"Britta Glennon , Francisco Morales , Seth Carnahan , Exequiel Hernández","Downloaded 2,990 times in the past 12 months
Cited 3 times",2021-10-06,2023-06-08,2024-10-16,610,2024,10
265,https://doi.org/10.1287/mnsc.2022.00261,A Structural Topic and Sentiment-Discourse Model for Text Analysis,"Li Chen , Shawn Mankad 
","Downloaded 2,339 times in the past 12 months
Cited 4 times",2022-01-27,2024-04-29,2024-10-16,823,2024,10
266,https://doi.org/10.1287/mnsc.2022.00261,A Structural Topic and Sentiment-Discourse Model for Text Analysis,"Li Chen , Shawn Mankad ","Downloaded 2,339 times in the past 12 months
Cited 4 times",2022-01-27,2024-04-29,2024-10-16,823,2024,10
267,https://doi.org/10.1287/mnsc.2021.01010,On-Demand Delivery Platforms and Restaurant Sales,"Zhuoxin Li , Gang Wang 
","Downloaded 7,591 times in the past 12 months
Cited 5 times",2021-03-24,2024-05-03,2024-10-16,1136,2024,10
268,https://doi.org/10.1287/mnsc.2022.01640,Auditor Skill Demands and Audit Quality: Evidence from Job Postings,"Charles Ham , Rebecca N. Hann , MaryJane Rabier , Wenfeng Wang ","Downloaded 1,517 times in the past 12 months
Cited 6 times",2022-06-03,2024-05-18,2024-10-16,715,2024,10
269,https://doi.org/10.1287/mnsc.2023.03083,Do t-Statistic Hurdles Need to Be Raised?,Andrew Y. Chen,"Downloaded 397 times in the past 12 months
Cited 2 times",2023-09-23,2024-04-04,2024-10-17,194,2024,10
270,https://doi.org/10.1287/mnsc.2023.00971,Sponsor Reputation and Capital Structure Dynamics in Leveraged Buyouts,"Sophie Shive , Margaret Forster","Downloaded 404 times in the past 12 months
Cited 0 times",2023-03-31,2024-05-03,2024-10-17,399,2024,10
271,https://doi.org/10.1287/mnsc.2022.03201,Trading Flexibility for Adoption: From Dynamic to Static Walking in Ride-Sharing,"Julia Yan , Sébastien Martin , Sean J. Taylo","Downloaded 599 times in the past 12 months
Cited 2 times",2022-10-14,2024-04-26,2024-10-17,560,2024,10
272,https://doi.org/10.1287/mnsc.2022.02965,Approximation Algorithms for Dynamic Inventory Management on Networks,"Levi DeValve , Jabari Myles","Downloaded 1,978 times in the past 12 months
Cited 2 times",2022-09-22,2024-05-07,2024-10-18,593,2024,10
273,https://doi.org/10.1287/mnsc.2023.00193,Reputation Burning: Analyzing the Impact of Brand Sponsorship on Social Influencers,"Mengjie (Magie) Cheng , Shunyuan Zhang","Downloaded 3,015 times in the past 12 months
Cited 10 times",2023-01-17,2024-02-19,2024-10-18,398,2024,10
274,https://doi.org/10.1287/mnsc.2023.03923,Signaling Quality: How Refund Bonuses Can Overcome Information Asymmetries in Crowdfunding,"Timothy N. Cason , Alex Tabarrok , Robertas Zubrickas","Downloaded 818 times in the past 12 months
Cited 5 times",2024-04-03,2024-05-15,2024-10-18,42,2024,10
275,https://doi.org/10.1287/mnsc.2022.01161,Information Disclosure and Competitive Dynamics: Evidence from the Pharmaceutical Industry,Jennifer Kao ,"Downloaded 1,628 times in the past 12 months
Cited 3 times",2022-04-16,2024-05-22,2024-10-18,767,2024,10
276,https://doi.org/10.1287/mnsc.2022.02072,Rank-and-File Employee Stock Options and Workplace Safety,"Yangyang Chen , Emmanuel Ofosu , Don O’Sullivan , Madhu Veeraraghavan, Leon Zolotoy","Downloaded 1,214 times in the past 12 months
Cited 10 times",2022-07-11,2024-04-26,2024-10-21,655,2024,10
277,https://doi.org/10.1287/mnsc.2023.01627,Limited Firm Insurance and Aggregate Implications,Yicheng Wang ,"Downloaded 337 times in the past 12 months
Cited 0 times",2023-05-29,2024-05-14,2024-10-22,351,2024,10
278,https://doi.org/10.1287/mnsc.2021.01780,Asymmetric Naïveté: Beliefs About Self-Control,Anastassia Fedyk,"Downloaded 606 times in the past 12 months
Cited 3 time",2021-06-02,2024-03-03,2024-10-22,1005,2024,10
279,https://doi.org/10.1287/mnsc.2021.01427,Extubation Decisions with Predictive Information for Mechanically Ventilated Patients in the ICU,"Guang Cheng , Jingui Xie , Zhichao Zheng , Haidong Luo , Oon Cheong Ooi ","Downloaded 653 times in the past 12 months
Cited 3 times",2021-05-14,2024-01-25,2024-10-24,986,2024,10
280,https://doi.org/10.1287/mnsc.2023.01268,Private Optimal Inventory Policy Learning for Feature-Based Newsvendor with Unknown Demand,"Tuoyi Zhao , Wen-Xin Zhou , Lan Wang ","Downloaded 809 times in the past 12 months
Cited 1 times",2023-04-25,2024-04-08,2024-10-24,349,2024,10
281,https://doi.org/10.1287/mnsc.2023.01062,Quality Improvement Spillovers: Evidence from the Hospital Readmissions Reduction Program,"Mohamad Soltani , Robert J. Batt , Hessam Bavafa","Downloaded 773 times in the past 12 months
Cited 1 times",2023-04-06,2024-06-04,2024-10-24,425,2024,10
282,https://doi.org/10.1287/mnsc.2020.01400,Price Formation in Markets with Trading Delays,"Gábor Pintér, Semih Üslü","Downloaded 1,037 times in the past 12 months
Cited 0 times",2020-05-13,2024-03-14,2024-10-25,1401,2024,10
283,https://doi.org/10.1287/mnsc.2022.02061,Securities Markets in Which Some Investors Receive Information About Cash Flow Betas,"Shiyang Huang , Jan Schneemeier , Avanidhar Subrahmanyam , Liyan Yang ","Downloaded 325 times in the past 12 months
Cited 1 times",2022-07-10,2024-04-23,2024-10-25,653,2024,10
284,https://doi.org/10.1287/mnsc.2023.01326,Bundling and Line Extensions in Distribution Channels,"Roman Inderst , Fabian Griem, Greg Shaffe","Downloaded 1,336 times in the past 12 months
Cited 1 times",2023-05-01,2024-07-19,2024-10-28,445,2024,10
285,https://doi.org/10.1287/mnsc.2023.00478,Higher Precision Is Not Always Better: Search Algorithm and Consumer Engagement,"Wei Zhou , Mingfeng Lin , Mo Xiao , Lu Fang ","Downloaded 1,575 times in the past 12 months
Cited 2 times",2023-02-12,2024-03-24,2024-10-28,406,2024,10
286,https://doi.org/10.1287/mnsc.2021.03007,Strategic Expert Committees and the Markets That Assess Them: A Laboratory Experiment,"Sander Renes , Bauke Visser ","Downloaded 365 times in the past 12 months
Cited 0 times",2021-09-06,2024-07-13,2024-10-28,1041,2024,10
287,https://doi.org/10.1287/mnsc.2023.01520,Automated Volatility Forecasting,"Sophia Zhengzi Li , Yushan Tang","Downloaded 1,157 times in the past 12 months
Cited 3 times",2023-05-19,2024-04-27,2024-10-29,344,2024,10
288,https://doi.org/10.1287/mnsc.2022.02174,Measuring Investor Attention Using Google Search,"Ed deHaan , Alastair Lawrence , Robin Litjens","Downloaded 1,271 times in the past 12 months
Cited 6 times",2022-07-18,2024-01-27,2024-10-29,558,2024,10
289,https://doi.org/10.1287/mnsc.2022.03512,A Simple and Optimal Policy Design with Safety Against Heavy-Tailed Risk for Stochastic Bandits,"David Simchi-Levi , Zeyu Zheng , Feng Zhu ","Downloaded 488 times in the past 12 months
Cited 0 times",2022-11-14,2024-04-26,2024-10-30,529,2024,10
290,https://doi.org/10.1287/mnsc.2023.01039,How Does a Health Insurance Program Covering 500 Million Poor Impact Credit Market Outcomes?,"Prasanna Tantri 
","Downloaded 953 times in the past 12 months
Cited 0 times",2023-04-04,2024-02-12,2024-09-24,314,2024,9
291,https://doi.org/10.1287/mnsc.2021.03628,Behavioral Market Design for Online Gaming Platforms,"Ala Avoyan , Robizon Khubulashvili , Giorgi Mekerishvili","Downloaded 706 times in the past 12 months
Cited 2 times",2021-11-02,2024-03-03,2024-09-16,852,2024,9
292,https://doi.org/10.1287/mnsc.2022.03223,"AboutSections
The Effect of Capital Gains Taxes on Business Creation and Employment: The Case of Opportunity Zones","Alina Arefeva , Morris A. Davis , Andra C. Ghent , Minseon Park ","Downloaded 600 times in the past 12 months
Cited 3 times",2022-10-17,2024-01-17,2024-09-17,457,2024,9
294,https://doi.org/10.1287/mnsc.2022.02659,The Use and Usefulness of Big Data in Finance: Evidence from Financial Analysts,"Feng Chi , Byoung-Hyoun Hwang , Yaping Zheng ","Downloaded 2,024 times in the past 12 months
Cited 15 times",2022-08-30,2024-02-12,2024-09-17,531,2024,9
295,https://doi.org/10.1287/mnsc.2023.01661,Kinks as Goals: Accelerating Commissions and the Performance of Sales Teams,"Peter Kuhn , Lizi Yu ","Downloaded 421 times in the past 12 months
Cited 1 times",2023-05-31,2024-05-15,2024-09-17,350,2024,9
296,https://doi.org/10.1287/mnsc.2022.03085,Worker Empowerment and Subjective Evaluation: On Building an Effective Conflict Culture,"W. Bentley MacLeod , Victoria Valle Lara , Christian Zehnder ","Downloaded 370 times in the past 12 months
Cited 0 times",2022-10-03,2024-05-05,2024-09-17,580,2024,9
297,"https://doi.org/10.1287/mnsc.2022.01333
","Communication Quality and the Cost of Language: Evidence from Stack Overflow
",Jacopo Bregolin,"Downloaded 678 times in the past 12 months
Cited 0 times",2022-05-03,2024-03-07,2024-09-17,674,2024,9
298,https://doi.org/10.1287/mnsc.2023.00456,"The Allocation of Talent and Financial Development, 1897 to 1936
","Chen Lin , Chicheng Ma , Yuchen Sun , Yuchen Xu ","Downloaded 584 times in the past 12 months
Cited 1 times",2023-02-09,2024-02-09,2024-09-17,365,2024,9
299,https://doi.org/10.1287/mnsc.2022.01205,"Nonstationary A/B Tests: Optimal Variance Reduction, Bias Correction, and Valid Inference","Yuhang Wu , Zeyu Zheng , Guangyu Zhang, Zuohua Zhang, Chu Wang
","Downloaded 375 times in the past 12 months
Cited 1 times",2022-04-21,2024-01-06,2024-09-18,625,2024,9
300,"https://doi.org/10.1287/mnsc.2022.01344
Abstract",What Are the Firm Value Implications of SEC-Challenged Shareholder Proposals?,Maxime Couvert ,"Downloaded 472 times in the past 12 months
Cited 2 times",2022-05-04,2023-11-12,2024-09-18,557,2024,9
301,https://doi.org/10.1287/mnsc.2023.01753,Optimal Learning and Management of Threatened Species,"Jue Wang , Xueze Song , Roozbeh Yousefi , Zhigang Jiang ","Downloaded 1,601 times in the past 12 months
Cited 1 times",2022-06-08,2024-04-06,2024-09-18,668,2024,9
302,https://doi.org/10.1287/mnsc.2022.01943,Endogenous Merger Decisions Among Competitors: Impact of Limited Capacity and Loyal Segments,"Derui Wang , Xiaole Wu , Christopher S. Tang , Yue Dai ","Downloaded 1,170 times in the past 12 months
Cited 3 times",2022-06-30,2024-08-11,2024-09-19,773,2024,9
303,https://doi.org/10.1287/mnsc.2023.01903,Promotional Press Releases and Investor Processing Costs,"Caleb Rawson , Brady J. Twedt , Jessica C. Watkins","Downloaded 664 times in the past 12 months
Cited 0 times",2023-06-21,2024-05-01,2024-09-19,315,2024,9
304,https://doi.org/10.1287/mnsc.2023.01581,Comments to the Editor on “The Willingness to Pay for Diversification”,"Aleksi Pitkäjärvi , Matteo Vacca ","Downloaded 348 times in the past 12 months
Cited 0 times",2023-05-25,2024-03-18,2024-09-19,298,2024,9
305,https://doi.org/10.1287/mnsc.2023.00492,Multi-armed Bandit Experimental Design: Online Decision-Making and Adaptive Inference,"David Simchi-Levi , Chonghuan Wang ","Downloaded 796 times in the past 12 months
Cited 1 times",2023-02-13,2024-01-28,2024-09-20,349,2024,9
306,https://doi.org/10.1287/mnsc.2022.01269,Nonsubstitutable Consumption Growth Risk,"Robert F. Dittmar, Christian Schlag , Julian Thimme","Downloaded 284 times in the past 12 months
Cited 0 times",2022-04-27,2023-12-10,2024-09-20,592,2024,9
307,https://doi.org/10.1287/mnsc.2023.04307,Good Prophets Know When the End Is Near,"Siddhartha Banerjee , Daniel Freund ","Downloaded 571 times in the past 12 months
Cited 2 times",2023-12-31,2024-03-04,2024-09-23,64,2024,9
308,https://doi.org/10.1287/mnsc.2023.03071,Stock Return Autocorrelations and Expected Option Returns,"Yoontae Jeon , Raymond Kan , Gang L","Downloaded 656 times in the past 12 months
Cited 2 times",2021-10-04,2024-03-08,2024-09-23,886,2024,9
309,https://doi.org/10.1287/mnsc.2022.02352,Do Consumers Respond to Social Movements? Evidence from Gender-Stereotypical Purchases After #MeToo,"Clément S. Bellet , David Dubois, Frédéric Godart","Downloaded 976 times in the past 12 months
Cited 5 times",2022-08-03,2024-04-21,2024-09-23,627,2024,9
310,https://doi.org/10.1287/mnsc.2022.01364,Unleashing the Crowd: The Effect of Social Networks in Crowdfunding Markets,"Lin Peng , Linyi Zhang","Downloaded 1,110 times in the past 12 months
Cited 7 times",2022-05-06,2024-02-26,2024-09-24,661,2024,9
311,https://doi.org/10.1287/mnsc.2023.00290,Stock Market Ownership Transitions,"Yosef Bonaparte , George M. Korniotis , Alok Kumar , Alexander Michaelides , Yuxin Zhang ","Downloaded 338 times in the past 12 months
Cited 3 times",2023-01-25,2024-01-24,2024-09-24,364,2024,9
312,https://doi.org/10.1287/mnsc.2022.03486,Local Agglomeration and Household Mortgage Debt,"Fengqin Freya Chen , Walid Saffar , Longfei Shang ","Downloaded 576 times in the past 12 months
Cited 0 times",2022-11-10,2024-03-25,2024-09-24,501,2024,9
313,https://doi.org/10.1287/mnsc.2023.02793,Getting Down to Business: Chain Ownership and Fertility Clinic Performance,"Ambar La Forgia , Julia Bodner","Downloaded 3,662 times in the past 12 months
Cited 3 times",2023-09-05,2024-04-01,2024-09-25,209,2024,9
314,https://doi.org/10.1287/mnsc.2023.01422,Does Exposure to More Women in Male-Dominated Fields Render Female Students More Career-Oriented?,"Bruna Borges , Fernanda Estevan ","Downloaded 600 times in the past 12 months
Cited 0 times",2023-05-10,2024-02-28,2024-09-25,294,2024,9
315,https://doi.org/10.1287/mnsc.2022.03455,Does Supply Concentration Encourage Cooperation? Evidence from Airlines,"Nicholas Argyres, Ricard Gil , Giorgio Zanarone ","Downloaded 698 times in the past 12 months
Cited 2 times",2022-11-08,2024-01-31,2024-09-25,449,2024,9
316,https://doi.org/10.1287/mnsc.2023.03632,Imperfect Targeting and Advertising Strategies,"Heiko Karle , Markus Reisinge","Downloaded 843 times in the past 12 months
Cited 4 times",2023-11-07,2024-04-07,2024-09-25,152,2024,9
317,https://doi.org/10.1287/mnsc.2023.03367,Expectation Formation Under Uninformative Signals,"Pascal Kieren , Martin Weber","Downloaded 523 times in the past 12 months
Cited 2 times",2023-10-16,2024-04-06,2024-09-25,173,2024,9
318,https://doi.org/10.1287/mnsc.2022.03452,The Color of Hedge Fund Activism,"Yongqiang Chu , Bo Huang , Chengsi Zhang ","Downloaded 464 times in the past 12 months
Cited 1 times",2022-11-07,2023-12-11,2024-09-26,399,2024,9
319,https://doi.org/10.1287/mnsc.2022.01652,Learning the Minimal Representation of a Continuous State-Space Markov Decision Process from Transition Data,"Amine Bennouna , Dessislava Pachamanova , Georgia Perakis , Omar Skali Lami","Downloaded 552 times in the past 12 months
Cited 0 times",2022-06-05,2024-07-22,2024-09-26,778,2024,9
321,https://doi.org/10.1287/mnsc.2023.03549,Compounding Money and Nominal Price Illusions,"Mustafa O. Caglayan , Diogo Duarte , Victor F. Duarte , Xiaomeng Lu","Downloaded 263 times in the past 12 months
Cited 0 times",2023-11-01,2024-03-23,2024-09-27,143,2024,9
322,https://doi.org/10.1287/mnsc.2023.00064,The Competition for Partners in Matching Markets,"Yash Kanoria , Seungki Min , Pengyu Qian ","Downloaded 527 times in the past 12 months
Cited 1 times",2023-01-06,2024-03-28,2024-09-27,447,2024,9
324,https://doi.org/10.1287/mnsc.2023.03738,The Power of Simple Menus in Robust Selling Mechanisms,Shixin Wang ,"Downloaded 671 times in the past 12 months
Cited 5 times",2023-11-15,2024-08-30,2024-09-27,289,2024,9
325,https://doi.org/10.1287/mnsc.2022.00166,Credit Market Frictions and the Linkage Between Dispersion and Macro Uncertainty,Jun E. Li ,"Downloaded 297 times in the past 12 months
Cited 0 times",2022-01-18,2024-04-09,2024-09-30,812,2024,9
326,https://doi.org/10.1287/mnsc.2024.4990,"
Gender, Race, and Entrepreneurship: A Randomized Field Experiment on Venture Capitalists and Angels","Will Gornall , Ilya A. Strebulaev ","Downloaded 1,502 times in the past 12 months
Cited 8 times",2021-01-07,2022-11-14,2024-09-30,676,2024,9
327,https://doi.org/10.1287/mnsc.2023.00901,Managerial Overextrapolation: Who and When,"Dayong Huang , Lijun Lei, Mengmeng Wang, Yuhang Xing ","Downloaded 558 times in the past 12 months
Cited 1 times",2023-03-22,2024-03-29,2024-09-30,373,2024,9
